,phylum,class,order,family,genus,species,taxon
8443,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,Luteimonas
8444,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. 100111,Luteimonas sp. 100111
8518,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Stenotrophomonas
8628,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfuricella,Sulfuricella denitrificans,Sulfuricella denitrificans skB26
8664,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,Snodgrassella alvi wkB2
8853,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans
8965,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas serinivorans,Comamonas serinivorans
9240,Proteobacteria,Betaproteobacteria,,,Candidatus Nasuia,Candidatus Nasuia deltocephalinicola,Candidatus Nasuia deltocephalinicola
9287,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. OLGA172,Burkholderia sp. OLGA172
9365,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,Ralstonia
9458,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia violaceinigra,Massilia violaceinigra
9522,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera humireducens,Thauera humireducens
9552,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
9558,Proteobacteria,Gammaproteobacteria,,,Thiolapillus,Thiolapillus brandeum,Thiolapillus brandeum
9635,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Sulfurivermis,Sulfurivermis fontis,Sulfurivermis fontis
9653,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera sp. LB1,Salinisphaera sp. LB1
9665,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,,,Ectothiorhodospiraceae
9684,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
9786,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,Piscirickettsiaceae
9816,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
9826,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella <genus>,Moraxella cuniculi,Moraxella cuniculi
9836,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,Psychrobacter alimentarius
9879,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii
9960,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. SWBY1,Acinetobacter sp. SWBY1
9964,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,Moraxellaceae bacterium HYN0046,Moraxellaceae bacterium HYN0046
9999,Proteobacteria,Gammaproteobacteria,,,Pseudohongiella,Pseudohongiella spirulinae,Pseudohongiella spirulinae
10005,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis,Oleiphilus messinensis
10006,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium soil36-7,Gammaproteobacteria bacterium soil36-7
10019,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. NP-4(2019),Marinobacter sp. NP-4(2019)
10024,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,Marinobacter
10032,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10040,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax xenomutans,Alcanivorax xenomutans
10084,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
10139,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri DSM 10701
10528,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira antarctica,Oleispira antarctica RB-8
10546,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,Reinekea forsetii,Reinekea forsetii
10549,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,Cobetia marina,Cobetia marina
10552,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter salexigens,Chromohalobacter salexigens DSM 3043
10568,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. R57-5,Halomonas sp. R57-5
10601,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,Candidatus Carsonella ruddii
10721,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,Aeromonas salmonicida
11006,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,Pantoea
12606,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,Frischella perrara
12607,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,Gilliamella apicola
12651,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,Haemophilus parainfluenzae
12852,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rustigianii,Providencia rustigianii
12915,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria goodwinii,Brenneria goodwinii
13045,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759
13256,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,Psychromonas ingrahamii 37
13309,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. Mac1,Alteromonas sp. Mac1
13350,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,Idiomarina loihiensis L2TR
13376,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas nigrifaciens,Pseudoalteromonas nigrifaciens
13439,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus pacificus,Halioglobus pacificus
13440,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,,Halioglobus
13453,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,Cellvibrio
13464,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Immundisolibacter cernigliae,Immundisolibacter cernigliae
13480,Proteobacteria,,,,,,Proteobacteria
13507,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Candidatus Filomicrobium marinum,Candidatus Filomicrobium marinum
244,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. Alg231-14,Erythrobacter sp. Alg231-14
301,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
320,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. Cra20,Sphingomonas sp. Cra20
352,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus
389,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus yeei,Paracoccus yeei
407,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,Rhodovulum
437,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter indicus,Celeribacter indicus
438,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter ethanolicus,Celeribacter ethanolicus
452,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,Antarctobacter heliothermus
489,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
504,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,,Thalassococcus
782,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,Devosia
1260,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,,,,Spirochaetales
1278,Spirochaetes <phylum>,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,,Brachyspira
1307,Spirochaetes <phylum>,Spirochaetia,Leptospirales,Leptospiraceae,,,Leptospiraceae
1407,Cyanobacteria,,Chroococcales,Aphanothecaceae,Halothece,Halothece sp. PCC 7418,Halothece sp. PCC 7418
1604,Thermotogae <phylum>,Thermotogae <class>,Petrotogales,Petrotogaceae,,,Petrotogaceae
1771,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,Mahella australiensis,Mahella australiensis 50-1 BON
1955,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,Filifactor alocis,Filifactor alocis ATCC 35896
2093,Firmicutes,,,,,,Firmicutes
2111,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,Tumebacillus
2849,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,,Aerococcaceae bacterium ZY16052,Aerococcaceae bacterium ZY16052
3141,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,Streptococcus oralis
3878,Tenericutes,,,,Candidatus Izimaplasma,Candidatus Izimaplasma sp. HR1,Candidatus Izimaplasma sp. HR1
3961,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,Fusobacterium
4590,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
5793,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Agromyces,Agromyces aureus,Agromyces aureus
5836,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Pontimonas,Pontimonas salivibrio,Pontimonas salivibrio
6677,Bacteroidetes <phylum>,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber,Salinibacter ruber
7181,Bacteroidetes <phylum>,Bacteroidia,Marinilabiliales,Marinifilaceae,,Marinifilaceae bacterium SPP2,Marinifilaceae bacterium SPP2
7183,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,Paludibacter propionicigenes WB4
7331,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,Prevotella oris
7346,Bacteroidetes <phylum>,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkalitalea,Alkalitalea saponilacus,Alkalitalea saponilacus
7354,Bacteroidetes <phylum>,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga,Salinivirga cyanobacteriivorans,Salinivirga cyanobacteriivorans
7357,Bacteroidetes <phylum>,Bacteroidia,,,,,Bacteroidia
7461,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,Leadbetterella byssophila,Leadbetterella byssophila DSM 17132
7513,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga,Marivirga tractuosa,Marivirga tractuosa DSM 4126
7823,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter nitrofigilis,Arcobacter nitrofigilis DSM 7299
8261,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,,Desulfovibrionaceae
8271,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,Geoalkalibacter subterraneus,Geoalkalibacter subterraneus
8324,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans,Desulfococcus multivorans
8806,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella sp. HZ20,Bordetella sp. HZ20
9654,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella marina,Wenzhouxiangella marina
9670,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter curvatus,Spiribacter curvatus
10393,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,Pseudomonas fragi
7737,Acidobacteria <phylum>,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,Candidatus Solibacter usitatus,Candidatus Solibacter usitatus Ellin6076
4037,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma agalactiae,Mycoplasma agalactiae
7398,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,Sphingobacteriaceae
7172,,,,,,,Bacteria <prokaryotes>
8768,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,Neisseria mucosa
9705,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,,Methylophaga
9777,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,,Thiomicrospira
896,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,,,Candidatus Midichloriaceae
4292,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,Spiroplasma
12536,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Sodalis praecaptivus,Sodalis praecaptivus
1595,Candidatus Bipolaricaulota,,,,Candidatus Bipolaricaulis,Candidatus Bipolaricaulis anaerobius,Candidatus Bipolaricaulis anaerobius
2108,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,,,Alicyclobacillaceae
2136,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,Planococcus donghaensis,Planococcus donghaensis
4862,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,,,Halobacteroidaceae
6688,Bacteroidetes <phylum>,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,,,Rhodothermaceae
9793,Proteobacteria,Gammaproteobacteria,,,,Calyptogena okutanii thioautotrophic gill symbiont,Candidatus Vesicomyosocius okutanii HA
13351,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp. OT37-5b,Idiomarina sp. OT37-5b
13487,,,,,,,Bacteria <prokaryotes>
235,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Erythrobacter litoralis
457,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger profundus,Salipiger profundus
509,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,Phaeobacter gallaeciensis
5791,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Agromyces,Agromyces sp. LHK192,Agromyces sp. LHK192
7514,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Flammeovirgaceae,Fabibacter,Fabibacter pacificus,Fabibacter pacificus
7526,,,,,,,Bacteria <prokaryotes>
9669,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter salinus,Spiribacter salinus M19-40
10004,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13438,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus japonicus,Halioglobus japonicus
374,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
960,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,,Rickettsiaceae
2723,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus,Amphibacillus xylanus NBRC 15112
4035,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pulmonis,Mycoplasma pulmonis UAB CTIP
6669,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,,,Chlorobiaceae
7782,,,,,,,Bacteria <prokaryotes>
7820,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,,Arcobacter group
13018,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio kushneri,Salinivibrio kushneri
13367,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,Pseudoalteromonas
1143,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus
1186,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,,Sphaerochaeta
1191,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,,,Spirochaetaceae
2050,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2118,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Novibacillus,Novibacillus thermophilus,Novibacillus thermophilus
4860,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum,Acetohalobium arabaticum DSM 5501
6681,Bacteroidetes <phylum>,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber,Salinibacter ruber
7182,Bacteroidetes <phylum>,Bacteroidia,Marinilabiliales,,,,Marinilabiliales
7422,Bacteroidetes <phylum>,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis,Saprospira grandis str. Lewin
7528,,,,,,,Bacteria <prokaryotes>
7545,Chrysiogenetes <phylum>,Chrysiogenetes <class>,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,Desulfurispirillum indicum S5
7703,,,,,,,PVC group
8328,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica,Desulfobacula toluolica Tol2
10545,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,Saccharospirillum mangrovi,Saccharospirillum mangrovi
305,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas panacis,Sphingomonas panacis
372,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Glycocaulis,Glycocaulis alkaliphilus,Glycocaulis alkaliphilus
417,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca,Rhodobaca barguzinensis,Rhodobaca barguzinensis
502,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,Thalassococcus sp. SH-1,Thalassococcus sp. SH-1
705,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. RAC06,Agrobacterium sp. RAC06
1247,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema denticola,Treponema denticola ATCC 35405
1425,Cyanobacteria,,,,,,Cyanobacteria
2851,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus sanguinicola,Aerococcus sanguinicola
4335,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella morbillorum,Gemella morbillorum
5762,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Cellulomonadaceae,Cellulomonas,,Cellulomonas
6121,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,Corynebacterium glutamicum SCgG1
7214,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,Porphyromonas gingivalis
7463,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,,,Cytophagaceae
7797,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter pacificus,Arcobacter pacificus
8415,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella japonica,Dyella japonica A8
9349,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,Ralstonia solanacearum PSI07
9812,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella <genus>,Moraxella osloensis,Moraxella osloensis
9874,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii
10503,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida F1
12446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa,Candidatus Hamiltonella defensa (Bemisia tabaci)
777,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,Pelagibacterium halotolerans,Pelagibacterium halotolerans B2
816,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. FWC26,Caulobacter sp. FWC26
2716,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus mangrovi,Halobacillus mangrovi
3949,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,Fusobacterium mortiferum ATCC 9817
3950,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,Fusobacterium ulcerans
4600,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
5368,Actinobacteria <phylum>,Actinobacteria <class>,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,,Candidatus Nanopelagicus
5431,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Dermabacteraceae,Brachybacterium,,Brachybacterium
5521,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus
6465,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JS623,Mycobacterium sp. JS623
7284,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides helcogenes,Bacteroides helcogenes P 36-108
8243,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio
8392,,,,,,,Bacteria <prokaryotes>
8440,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. S-1072,Luteimonas sp. S-1072
8775,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,Neisseria elongata subsp. glycolytica ATCC 29315
8967,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia acidovorans,Delftia acidovorans SPH-1
10090,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,Pseudomonas balearica DSM 6083
10144,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri
10519,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
11742,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
13006,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,Rheinheimera
6766,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. ALD11,Polaribacter sp. ALD11
8290,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter propionicus,Pelobacter propionicus DSM 2379
10541,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,Marinomonas
4048,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
9675,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,,Halorhodospira
10558,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas elongata,Halomonas elongata DSM 2581
53,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,Methylobacterium
155,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Anderseniella,Anderseniella sp. Alg231-50,Anderseniella sp. Alg231-50
171,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium tardaugens,Novosphingobium tardaugens NBRC 16725
225,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter gangjinensis,Erythrobacter gangjinensis
383,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus sp. SC2-6,Paracoccus sp. SC2-6
403,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,Rhodovulum sulfidophilum
404,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp. MB263,Rhodovulum sp. MB263
515,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,Phaeobacter inhibens 2.10
856,Proteobacteria,Alphaproteobacteria,,,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,Candidatus Puniceispirillum marinum IMCC1322
858,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,Nitrospirillum amazonense,Nitrospirillum amazonense CBAmc
1109,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
1188,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,,,Spirochaetaceae
1238,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Borreliaceae,,,Borreliaceae
