,phylum,class,order,family,genus,species,taxon
8118,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sp. SC2-6,GCF_003324675.1_Paracoccus sp. SC2-6_strain=SC2-6
8119,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sanguinis,GCF_012689545.1_Paracoccus sanguinis_strain=OM2164
8142,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca,Rhodobaca barguzinensis,GCF_001870665.2_Rhodobaca barguzinensis_strain=alga05
8152,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp. LPB0142,GCF_001856665.1_Rhodobacter sp. LPB0142_strain=LPB0142
8173,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Rhodobacteraceae bacterium SC52,GCF_011040475.1_Rhodobacteraceae bacterium SC52_strain=SC52
8224,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
8241,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria pomeroyi,GCF_000011965.2_Ruegeria pomeroyi DSS-3_strain=DSS-3
8296,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. THAF27,GCF_009363655.1_Roseovarius sp. THAF27_strain=THAF27
8300,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger profundus,GCF_001969385.1_Salipiger profundus_strain=JLT2016
8314,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paraoceanicella,Paraoceanicella profunda,GCF_005887635.2_Paraoceanicella profunda_strain=D4M1
8333,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,
8571,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,
8572,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,Skermanella pratensis,GCF_008843145.1_Skermanella pratensis_strain=W17
8650,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,,Prolixibacteraceae bacterium WC007,GCF_009762775.1_Prolixibacteraceae bacterium WC007_strain=WC007
8672,Bacteroidetes,Bacteroidia,Bacteroidales,,,,
8677,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas mucosa,GCF_900095795.1_Petrimonas mucosa_strain=ING2-E5A
8884,Bacteroidetes,Bacteroidia,,,,,
8888,Bacteroidetes,Bacteroidia,,,,,
9332,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9469,,,,,,,
9568,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus,GCF_001644645.1_Flavisolibacter tropicus_strain=LCS9
9616,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,,Flammeovirgaceae bacterium 311,GCF_000597885.1_Flammeovirgaceae bacterium 311_strain=311
9745,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,,,
9811,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,GCF_000177635.2_Desulfurispirillum indicum S5_strain=S5
9892,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera radiovictrix,GCF_000092425.1_Truepera radiovictrix DSM 17093_strain=DSM 17093
9896,Candidatus Gracilibacteria,,,,,Candidatus Gracilibacteria bacterium HOT-871,GCF_002761215.1_Candidatus Gracilibacteria bacterium HOT-871_strain=HOT-871
10191,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,,
10227,Spirochaetes,Spirochaetia,,,,,
10235,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,,
10236,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Sediminispirochaeta smaragdinae,GCF_000143985.1_Sediminispirochaeta smaragdinae DSM 11293_strain=DSM 11293
10240,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,,
10295,Spirochaetes,Spirochaetia,Spirochaetales,,,,
10320,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,
10322,Spirochaetes,Spirochaetia,Spirochaetales,,,,
10337,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum,GCF_000144695.1_Acetohalobium arabaticum DSM 5501_strain=DSM 5501
10389,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,Caldisericum exile,GCF_000284335.1_Caldisericum exile AZM16c01_strain=AZM16c01
10472,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum,GCF_000021685.1_Thermomicrobium roseum DSM 5159_strain=DSM 5159
10515,,,,,,,
10557,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,,
10752,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,,
10753,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,Filifactor alocis,GCF_000163895.2_Filifactor alocis ATCC 35896_strain=ATCC 35896
10767,Firmicutes,Clostridia,Clostridiales,,,,
10996,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,,,
13626,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,
16554,Actinobacteria,Nitriliruptoria,Egicoccales,Egicoccaceae,Egicoccus,Egicoccus halophilus,GCF_004300825.1_Egicoccus halophilus_strain=EGI 80432
16579,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,
16720,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Luteolibacter sp. G-1-1-1,GCF_012913485.1_Luteolibacter sp. G-1-1-1_strain=G-1-1-1
16746,Kiritimatiellaeota,,,,,Kiritimatiellaeota bacterium S-5007,GCF_009905215.1_Kiritimatiellaeota bacterium S-5007_strain=S-5007
16747,,,,,,,
16749,,,,,,,
16751,,,,,,,
16777,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica,GCF_000196115.1_Rhodopirellula baltica SH 1_strain=1
16803,Planctomycetes,,,,,,
16804,Planctomycetes,,,,,,
16824,Planctomycetes,,,,,Planctomycetes bacterium Mal4,GCF_007747795.1_Planctomycetes bacterium Mal4_strain=Mal4
16851,Planctomycetes,Phycisphaerae,Sedimentisphaerales,,,,
16853,Planctomycetes,Phycisphaerae,,,,,
16858,Planctomycetes,,,,,,
16870,Planctomycetes,,,,,,
16902,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,GCF_001618865.1_Luteitalea pratensis_strain=DSM 100886
16908,,,,,,Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1),GCF_003366055.1_Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)_strain=SeV1
226,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter nitrofigilis,GCF_000092245.1_Arcobacter nitrofigilis DSM 7299_strain=DSM 7299
433,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans,GCF_001854245.1_Desulfococcus multivorans_strain=DSM 2059
1127,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,GCF_000008465.1_Idiomarina loihiensis L2TR_strain=L2TR
5401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. NP-1,GCF_013374995.1_Pseudomonas sp. NP-1_strain=NP-1
5931,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas serinivorans,GCF_002158865.1_Comamonas serinivorans_strain=DSM 26136
7829,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,
7852,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. LM7,GCF_002002925.1_Sphingomonas sp. LM7_strain=LM7
8085,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,
8105,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,GCF_003612915.1_Paracoccus yeei_strain=CCUG 32053
8140,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
8790,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,GCF_900637655.1_Prevotella oris_strain=NCTC13071
10004,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. NIES-4071,GCF_002368455.1_Calothrix sp. NIES-4071_strain=NIES-4071
10192,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva,GCF_000266885.1_Turneriella parva DSM 21527_strain=DSM 21527
11839,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,
13688,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,
14368,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,
16561,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,Iamiaceae bacterium SCSIO 58843,GCF_009650215.1_Iamiaceae bacterium SCSIO 58843_strain=SCSIO 58843
16581,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia,Baekduia soli,GCF_007970665.1_Baekduia soli_strain=BR7-21
8061,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,
237,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,
638,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Immundisolibacter cernigliae,GCF_001697225.1_Immundisolibacter cernigliae_strain=TR3.2
4962,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Hydrocarboniclastica,Hydrocarboniclastica marina,GCF_004851605.1_Hydrocarboniclastica marina_strain=soil36-7
5043,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCF_900638035.1_Pseudomonas stutzeri_strain=NCTC10475
5631,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,GCF_000023025.1_Teredinibacter turnerae T7901_strain=T7901
5717,Proteobacteria,,,,,,
5821,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga pseudoflava,GCF_004353865.1_Hydrogenophaga pseudoflava_strain=DSM 1084
5901,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,GCF_001714725.1_Acidovorax sp. RAC01_strain=RAC01
6878,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,GCF_003351665.1_Neisseria subflava_strain=M18660
7137,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella japonica,GCF_000725385.1_Dyella japonica A8_strain=A8
7301,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,
7841,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium ginsenosidimutans,GCF_007954425.1_Novosphingobium ginsenosidimutans_strain=FW-6
8021,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,GCF_001661675.2_Croceicoccus marinus_strain=E4A9
8171,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola sp. D3,GCF_006351965.1_Oceanicola sp. D3_strain=D3
8283,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,
8834,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salanitronis,GCF_000190575.1_Bacteroides salanitronis DSM 18170_strain=DSM 18170
8874,Bacteroidetes,Bacteroidia,Bacteroidales,,,,
9233,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel3_A1_48,GCF_001735715.1_Formosa sp. Hel3_A1_48_strain=Hel3_A1_48
9432,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. FDAARGOS_737,GCF_009730375.1_Capnocytophaga sp. FDAARGOS_737_strain=FDAARGOS_737
9599,Bacteroidetes,Saprospiria,Saprospirales,,,,
9674,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga sp. 172606-1,GCF_010119975.1_Rhodocytophaga sp. 172606-1_strain=172606-1
9983,Cyanobacteria,,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena,GCF_003054475.1_Nodularia spumigena UHCC 0039_strain=UHCC 0039
10301,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema succinifaciens,GCF_000195275.1_Treponema succinifaciens DSM 2489_strain=DSM 2489
10502,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila,GCF_000281175.1_Caldilinea aerophila DSM 14535 = NBRC 104270_strain=DSM 14535
10791,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,GCF_000010185.1_Finegoldia magna ATCC 29328_strain=ATCC 29328
11047,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paraliobacillus,Paraliobacillus sp. X-1125,GCF_003268595.1_Paraliobacillus sp. X-1125_strain=X-1125
11243,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,GCF_000742655.1_Bacillus anthracis_strain=2000031021
11344,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pradoshia,Pradoshia sp. D12,GCF_008935075.1_Pradoshia sp. D12_strain=D12
11385,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. Y1,GCF_003586445.1_Bacillus sp. Y1
12349,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,GCF_900474605.1_Enterococcus cecorum_strain=NCTC12421
13738,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,
14312,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,
15233,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Psychromicrobium,Psychromicrobium lacuslunae,GCF_000950575.1_Psychromicrobium lacuslunae_strain=IHBB 11108
15271,Actinobacteria,,,,,Actinobacteria bacterium IMCC26077,GCF_002284915.1_Actinobacteria bacterium IMCC26077_strain=IMCC26077
15745,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,GCF_000008345.1_Cutibacterium acnes KPA171202_strain=KPA171202
16182,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,
16381,Actinobacteria,Actinobacteria,Corynebacteriales,,Lawsonella,Lawsonella clevelandensis,GCF_001281505.1_Lawsonella clevelandensis_strain=X1698
16563,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans,GCF_000023265.1_Acidimicrobium ferrooxidans DSM 10331_strain=DSM 10331
528,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,,
14088,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium glaciei,GCF_013368775.1_Planomicrobium glaciei_strain=NRL-ATB46093
9730,,,,,,,
603,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio crunogenus,
4501,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens,GCF_001456255.1_Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759_strain=ATCC 14048
5702,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,
8504,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,
1106,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,
2048,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,
4044,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parahaemolyticus,GCF_008330025.1_Haemophilus parahaemolyticus_strain=NEB129
4698,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter haemolyticus,GCF_003323815.1_Acinetobacter haemolyticus_strain=HW-2A
4855,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,GCF_009734145.1_Acinetobacter indicus_strain=WMB-7
5601,Proteobacteria,Gammaproteobacteria,,,,,
6425,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,GCF_900637555.1_Lautropia mirabilis_strain=NCTC12852
6761,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,GCF_000818035.1_Neisseria elongata subsp. glycolytica ATCC 29315_strain=ATCC 29315
7084,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas suwonensis,GCF_000185965.1_Pseudoxanthomonas suwonensis 11-1_strain=1-Nov
7175,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,
7177,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,GCF_000014865.1_Magnetococcus marinus MC-1_strain=MC-1
7842,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium tardaugens,GCF_003860345.1_Novosphingobium tardaugens NBRC 16725_strain=NBRC 16725
8178,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia sp. CCS1,GCF_000013565.1_Jannaschia sp. CCS1_strain=CCS1
8260,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter sp. LSS9,GCF_003443595.1_Phaeobacter sp. LSS9_strain=LSS9
8582,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Endolissoclinum,Candidatus Endolissoclinum faulkneri,
8987,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes,GCF_002208925.2_Chryseobacterium indologenes_strain=FDAARGOS_337
9059,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9577,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,,,
9825,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,GCF_000187005.1_Thermus scotoductus SA-01_strain=SA-01
9889,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,
10010,Cyanobacteria,,,,,,
12735,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus viridans,GCF_900636365.1_Streptococcus viridans_strain=NCTC3166
13684,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,
13889,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,GCF_000706685.1_Staphylococcus xylosus_strain=HKUOPL8
13982,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus halodurans,GCF_001005905.1_Salinicoccus halodurans_strain=H3B36
15158,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,GCF_001548235.1_Rothia mucilaginosa_strain=NUM-Rm6536
15185,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,GCF_003691675.1_Micrococcus luteus_strain=SA211
16042,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter minnesotensis,GCF_010731755.1_Mycolicibacter minnesotensis_strain=JCM 17932
16150,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,
16744,Lentisphaerae,Lentisphaeria,Victivallales,,,Victivallales bacterium CCUG 44730,GCF_002998355.1_Victivallales bacterium CCUG 44730_strain=CCUG 44730
515,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,
616,Proteobacteria,Gammaproteobacteria,,,,gamma proteobacterium SS-5,GCF_009497875.1_gamma proteobacterium SS-5_strain=SS-5
1117,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,GCF_011065405.1_Succinivibrio dextrinosolvens_strain=Z6
1125,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp. X4,GCF_002808045.1_Idiomarina sp. X4_strain=X4
2519,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,GCF_011068345.1_Atlantibacter hermannii_strain=78-1320
4464,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tasmaniensis,GCF_000091465.1_Vibrio tasmaniensis LGP32_strain=LGP32
4489,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,GCF_000354175.2_Vibrio alginolyticus NBRC 15630 = ATCC 17749_strain=ATCC 17749
4943,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter adhaerens,GCF_000166295.1_Marinobacter adhaerens HP15_strain=HP15
5056,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCF_000013785.1_Pseudomonas stutzeri A1501_strain=A1501
5632,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,,,
5783,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,,
5799,Proteobacteria,Betaproteobacteria,Burkholderiales,,Paucibacter,Paucibacter sp. KCTC 42545,GCF_001477625.1_Paucibacter sp. KCTC 42545_strain=KCTC 42545
7411,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. 1(2017),GCF_011602485.1_Bradyrhizobium sp. 1(2017)_strain=63S1MB
7770,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,GCF_003952425.1_Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1_strain=M2A.F.Ca.ET.046.03.2.1
7816,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Roseitalea,Roseitalea porphyridii,GCF_004331955.1_Roseitalea porphyridii_strain=MA7-20
8062,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter sp. B11,GCF_003569745.1_Altererythrobacter sp. B11_strain=B11
8070,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter ishigakiensis,GCF_001663155.1_Altererythrobacter ishigakiensis_strain=NBRC 107699
8359,Proteobacteria,Alphaproteobacteria,,,,,
8590,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum,Haematospirillum jordaniae,GCF_001611975.1_Haematospirillum jordaniae_strain=H5569
9331,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter sp. T436,GCF_001932675.1_Salegentibacter sp. T436_strain=T436
9626,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter sp. BT214,GCF_010092985.1_Pontibacter sp. BT214_strain=BT214
9627,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,
9661,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sedentarius,GCF_001507645.1_Hymenobacter sedentarius_strain=DG5B
9720,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Arcticibacterium,Arcticibacterium luteifluviistationis,GCF_003258705.1_Arcticibacterium luteifluviistationis_strain=SM1504T
9928,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,GCF_002952755.1_Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20_strain=YM_S32_TM7_50_20
10048,Cyanobacteria,,Chroococcales,Chroococcaceae,Chondrocystis,Chondrocystis sp. NIES-4102,GCF_002368355.1_Chondrocystis sp. NIES-4102_strain=NIES-4102
10152,Cyanobacteria,,Synechococcales,Synechococcaceae,,,
10294,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,,,
10514,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,
10759,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,GCF_000018325.1_Alkaliphilus oremlandii OhILAs_strain=OhILAs
11049,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus sp. SCU50,GCF_009650095.1_Gracilibacillus sp. SCU50_strain=SCU50
11982,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma apis,GCF_000500935.1_Spiroplasma apis B31_strain=B31
12947,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus sp. CF-49,GCF_004792515.1_Vagococcus sp. CF-49_strain=CF-49
13428,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,GCF_004328905.1_Campylobacter jejuni_strain=FORC_083
14361,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,,
14548,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. N902-109,GCF_000389965.1_Actinoplanes sp. N902-109_strain=N902-109
16707,Chlamydiae,Chlamydiia,Parachlamydiales,,,,
16750,,,,,,,
2675,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_013374255.1_Escherichia coli_strain=YJ1
4655,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,
5054,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCF_001038645.1_Pseudomonas stutzeri_strain=SLG510A3-8
5596,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,
